path,ground_truth_index,ground_truth_eppo,predicted_index,predicted_eppo,correct,predicted_probability,confidence
/content/drive/MyDrive/DeepWeeds/dataset/20180109-080258-2.jpg,7,DW_SNWE,6,DW_SIWE,False,0.9999443,0.9999443
/content/drive/MyDrive/DeepWeeds/dataset/20170210-150542-0.jpg,7,DW_SNWE,0,DW_CHAP,False,0.9999331,0.9999331
/content/drive/MyDrive/DeepWeeds/dataset/20170728-153256-3.jpg,8,DW_NEG,4,DW_PRAC,False,0.99992406,0.99992406
/content/drive/MyDrive/DeepWeeds/dataset/20180105-093454-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.99955124,0.99955124
/content/drive/MyDrive/DeepWeeds/dataset/20170727-144725-1.jpg,8,DW_NEG,4,DW_PRAC,False,0.9994691,0.9994691
/content/drive/MyDrive/DeepWeeds/dataset/20170728-153536-3.jpg,8,DW_NEG,4,DW_PRAC,False,0.998808,0.998808
/content/drive/MyDrive/DeepWeeds/dataset/20170728-152827-3.jpg,8,DW_NEG,4,DW_PRAC,False,0.9977799,0.9977799
/content/drive/MyDrive/DeepWeeds/dataset/20180109-075356-2.jpg,8,DW_NEG,6,DW_SIWE,False,0.99756855,0.99756855
/content/drive/MyDrive/DeepWeeds/dataset/20180125-132718-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.99613523,0.99613523
/content/drive/MyDrive/DeepWeeds/dataset/20170728-154000-3.jpg,8,DW_NEG,4,DW_PRAC,False,0.9953068,0.9953068
/content/drive/MyDrive/DeepWeeds/dataset/20170210-134316-0.jpg,0,DW_CHAP,7,DW_SNWE,False,0.99387425,0.99387425
/content/drive/MyDrive/DeepWeeds/dataset/20171220-090235-2.jpg,8,DW_NEG,5,DW_RUBV,False,0.9934135,0.9934135
/content/drive/MyDrive/DeepWeeds/dataset/20171205-144625-2.jpg,8,DW_NEG,5,DW_RUBV,False,0.99238646,0.99238646
/content/drive/MyDrive/DeepWeeds/dataset/20170128-102043-0.jpg,8,DW_NEG,3,DW_PART,False,0.9907363,0.9907363
/content/drive/MyDrive/DeepWeeds/dataset/20170704-153529-0.jpg,8,DW_NEG,7,DW_SNWE,False,0.9876837,0.9876837
/content/drive/MyDrive/DeepWeeds/dataset/20180112-074902-2.jpg,8,DW_NEG,4,DW_PRAC,False,0.9872754,0.9872754
/content/drive/MyDrive/DeepWeeds/dataset/20180105-093514-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.9871158,0.9871158
/content/drive/MyDrive/DeepWeeds/dataset/20170728-152054-1.jpg,8,DW_NEG,4,DW_PRAC,False,0.9870718,0.9870718
/content/drive/MyDrive/DeepWeeds/dataset/20180322-133901-1.jpg,8,DW_NEG,2,DW_PARK,False,0.98288095,0.98288095
/content/drive/MyDrive/DeepWeeds/dataset/20170913-100817-1.jpg,3,DW_PART,5,DW_RUBV,False,0.9812216,0.9812216
/content/drive/MyDrive/DeepWeeds/dataset/20171217-183451-2.jpg,8,DW_NEG,5,DW_RUBV,False,0.97841054,0.97841054
/content/drive/MyDrive/DeepWeeds/dataset/20170705-165136-0.jpg,7,DW_SNWE,8,DW_NEG,False,0.9752278,0.9752278
/content/drive/MyDrive/DeepWeeds/dataset/20170728-154302-3.jpg,8,DW_NEG,4,DW_PRAC,False,0.9751568,0.9751568
/content/drive/MyDrive/DeepWeeds/dataset/20180125-130301-3.jpg,8,DW_NEG,1,DW_LANT,False,0.9750059,0.9750059
/content/drive/MyDrive/DeepWeeds/dataset/20180109-074051-1.jpg,8,DW_NEG,6,DW_SIWE,False,0.9746149,0.9746149
