path,ground_truth_index,ground_truth_eppo,predicted_index,predicted_eppo,correct,predicted_probability,confidence
/content/drive/MyDrive/DeepWeeds/dataset/20180105-093454-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.9999752,0.9999752
/content/drive/MyDrive/DeepWeeds/dataset/20180109-080258-2.jpg,7,DW_SNWE,6,DW_SIWE,False,0.99992037,0.99992037
/content/drive/MyDrive/DeepWeeds/dataset/20170811-113755-1.jpg,0,DW_CHAP,8,DW_NEG,False,0.99986434,0.99986434
/content/drive/MyDrive/DeepWeeds/dataset/20170704-154139-0.jpg,0,DW_CHAP,7,DW_SNWE,False,0.9998235,0.9998235
/content/drive/MyDrive/DeepWeeds/dataset/20171218-115246-3.jpg,8,DW_NEG,5,DW_RUBV,False,0.99982053,0.99982053
/content/drive/MyDrive/DeepWeeds/dataset/20170920-133602-2.jpg,2,DW_PARK,8,DW_NEG,False,0.9995427,0.9995427
/content/drive/MyDrive/DeepWeeds/dataset/20180109-101109-1.jpg,8,DW_NEG,5,DW_RUBV,False,0.99926203,0.99926203
/content/drive/MyDrive/DeepWeeds/dataset/20170711-114223-0.jpg,0,DW_CHAP,8,DW_NEG,False,0.9987679,0.9987679
/content/drive/MyDrive/DeepWeeds/dataset/20171205-123527-2.jpg,8,DW_NEG,5,DW_RUBV,False,0.99874806,0.99874806
/content/drive/MyDrive/DeepWeeds/dataset/20171102-122100-1.jpg,2,DW_PARK,8,DW_NEG,False,0.9980672,0.9980672
/content/drive/MyDrive/DeepWeeds/dataset/20170727-144725-1.jpg,8,DW_NEG,4,DW_PRAC,False,0.99788946,0.99788946
/content/drive/MyDrive/DeepWeeds/dataset/20180112-080813-1.jpg,8,DW_NEG,7,DW_SNWE,False,0.9972887,0.9972887
/content/drive/MyDrive/DeepWeeds/dataset/20180105-093514-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.997276,0.997276
/content/drive/MyDrive/DeepWeeds/dataset/20171220-090235-2.jpg,8,DW_NEG,5,DW_RUBV,False,0.9969298,0.9969298
/content/drive/MyDrive/DeepWeeds/dataset/20161207-111620-0.jpg,0,DW_CHAP,8,DW_NEG,False,0.99692875,0.99692875
/content/drive/MyDrive/DeepWeeds/dataset/20170210-150542-0.jpg,7,DW_SNWE,0,DW_CHAP,False,0.99683857,0.99683857
/content/drive/MyDrive/DeepWeeds/dataset/20180109-073119-2.jpg,8,DW_NEG,1,DW_LANT,False,0.99675554,0.99675554
/content/drive/MyDrive/DeepWeeds/dataset/20180105-095152-3.jpg,8,DW_NEG,6,DW_SIWE,False,0.9955948,0.9955948
/content/drive/MyDrive/DeepWeeds/dataset/20171102-093629-3.jpg,4,DW_PRAC,8,DW_NEG,False,0.99519354,0.99519354
/content/drive/MyDrive/DeepWeeds/dataset/20170811-112727-1.jpg,0,DW_CHAP,8,DW_NEG,False,0.9951391,0.9951391
/content/drive/MyDrive/DeepWeeds/dataset/20171121-073533-1.jpg,6,DW_SIWE,8,DW_NEG,False,0.99495524,0.99495524
/content/drive/MyDrive/DeepWeeds/dataset/20171220-084328-2.jpg,8,DW_NEG,1,DW_LANT,False,0.9948612,0.9948612
/content/drive/MyDrive/DeepWeeds/dataset/20171102-100054-2.jpg,4,DW_PRAC,8,DW_NEG,False,0.9948055,0.9948055
/content/drive/MyDrive/DeepWeeds/dataset/20170913-122058-3.jpg,3,DW_PART,8,DW_NEG,False,0.99432474,0.99432474
/content/drive/MyDrive/DeepWeeds/dataset/20170630-160438-0.jpg,0,DW_CHAP,8,DW_NEG,False,0.992273,0.992273
